numords,totdol,last,buy
2,198,977,0
1,49,662,0
1,19,441,0
1,99,374,0
1,98,102,0
2,250,172,0
4,257,135,0
3,112,720,0
11,861,353,1
13,1202,115,0
7,1274,464,1
4,364,549,0
4,337,105,0
22,1209,12,0
13,1523,43,0
5,429,959,0
3,312,942,0
1,199,1107,0
2,395,648,0
1,71,876,0
2,440,766,0
1,79,718,0
3,120,256,0
2,198,563,0
2,203,613,0
1,44,520,0
1,114,431,0
2,188,304,0
1,189,335,0
1,29,53,0
2,115,547,0
1,69,910,0
2,293,212,0
2,191,791,0
3,397,704,0
3,252,389,0
1,159,400,0
1,79,396,0
1,39,382,0
1,139,22,0
6,826,459,1
5,524,123,0
2,84,738,0
1,63,725,0
8,397,1089,1
4,93,352,0
23,1374,469,1
7,356,249,1
9,559,382,1
1,119,891,0
1,17,837,0
2,150,493,0
2,108,169,0
1,119,676,0
1,149,611,0
1,56,266,0
1,289,31,0
4,353,472,0
4,406,625,0
1,39,1089,0
2,138,774,0
2,146,484,0
1,116,520,0
1,149,375,0
1,174,179,0
1,107,128,0
1,29,46,0
1,236,319,0
15,704,248,1
1,54,616,0
17,1057,114,0
2,128,679,0
2,123,165,0
42,3157,18,0
12,592,533,1
2,68,933,0
4,305,962,0
4,376,240,0
1,90,912,0
2,158,114,0
1,9,623,0
1,59,269,0
2,313,106,0
5,414,289,0
6,752,591,1
1,499,1165,0
1,191,869,0
2,237,471,0
1,19,620,0
2,94,368,0
3,148,473,0
1,29,413,0
1,65,410,0
2,128,163,0
1,69,74,0
4,294,744,0
4,1231,77,0
1,179,525,0
1,39,325,0
18,1154,23,0
2,117,197,0
7,667,415,1
3,105,466,0
10,377,940,1
2,45,522,0
6,718,619,1
4,667,882,0
9,857,70,0
1,169,1024,0
2,197,969,0
1,34,926,0
1,69,753,0
2,228,562,0
1,107,514,0
1,288,459,0
2,48,22,0
1,69,388,0
1,139,359,0
1,139,357,0
1,82,240,0
1,12,184,0
1,99,162,0
1,39,148,0
1,114,114,0
30,2774,53,0
7,668,231,1
5,281,758,0
2,140,484,0
2,343,29,0
2,128,360,0
1,54,813,0
2,210,674,0
1,239,724,0
1,39,634,0
3,77,310,0
1,79,298,0
3,69,512,0
6,377,582,1
12,860,30,0
4,408,759,0
3,297,760,0
3,307,641,0
2,248,882,0
4,204,847,0
8,540,210,1
1,219,1103,0
5,295,477,0
1,107,862,0
2,33,318,0
1,279,681,0
1,29,674,0
2,264,401,0
2,353,470,0
1,79,378,0
1,234,354,0
1,19,284,0
1,105,283,0
1,112,101,0
1,301,95,0
1,109,57,0
12,657,697,1
10,582,522,1
1,69,603,0
1,14,546,0
1,49,752,0
2,75,29,0
2,224,141,0
1,269,851,0
3,424,322,0
1,99,462,0
39,2854,136,0
4,414,518,0
1,424,1059,0
3,239,539,0
18,638,18,0
3,527,25,0
2,118,284,0
1,99,498,0
4,286,325,0
1,79,402,0
1,139,308,0
1,25,214,0
20,689,112,0
3,171,669,0
4,296,338,0
3,321,50,0
3,154,739,0
1,114,771,0
1,129,683,0
1,39,23,0
5,967,249,0
2,136,935,0
2,144,527,0
10,516,48,0
3,597,431,0
3,276,977,0
2,124,827,0
2,293,177,0
2,180,737,0
4,303,757,0
2,209,794,0
2,437,697,0
2,54,513,0
2,79,585,0
1,39,248,0
1,39,224,0
1,159,25,0
44,3103,378,1
9,408,284,1
4,348,771,0
15,1242,3,0
1,129,329,0
8,782,67,0
1,71,836,0
22,663,1086,1
1,224,311,0
4,439,151,0
9,351,623,1
2,83,646,0
2,304,583,0
2,118,1092,0
4,386,605,0
5,445,578,0
1,499,814,0
1,39,802,0
4,126,2,0
1,89,470,0
1,49,459,0
3,57,304,0
1,79,408,0
1,350,388,0
2,178,357,0
3,341,46,0
1,119,350,0
1,79,178,0
1,35,745,0
3,277,974,0
7,1253,275,1
1,99,1010,0
1,35,511,0
26,1838,413,1
24,1620,427,1
1,184,933,0
23,882,718,1
3,249,641,0
4,1202,360,0
3,200,875,0
2,366,926,0
1,9,1089,0
2,143,301,0
1,214,778,0
3,133,28,0
1,502,675,0
2,388,571,0
1,269,536,0
1,52,371,0
4,197,134,0
2,479,843,0
22,2414,217,1
10,221,189,0
10,473,199,0
3,385,436,0
3,217,757,0
2,132,500,0
4,326,610,0
4,323,513,0
2,183,851,0
3,232,918,0
3,554,521,0
1,19,938,0
3,333,242,0
1,35,835,0
1,169,814,0
1,59,786,0
2,212,519,0
1,109,653,0
2,273,46,0
1,89,583,0
4,273,105,0
2,84,365,0
1,39,417,0
1,59,357,0
1,105,319,0
7,703,4,0
1,134,107,0
1,29,24,0
1,159,16,0
21,1104,393,1
10,1351,435,1
5,299,638,0
9,472,46,0
3,422,905,0
2,118,1012,0
8,479,602,1
2,238,1038,0
2,36,142,0
1,149,532,0
3,161,417,0
1,79,280,0
1,69,149,0
18,1691,148,0
1,29,438,0
2,148,365,0
1,109,420,0
17,758,163,0
5,301,889,0
3,281,371,0
2,338,738,0
1,9,326,0
17,709,214,1
3,70,819,0
2,164,732,0
3,247,1038,0
3,300,1029,0
2,218,668,0
2,188,696,0
10,420,31,0
2,157,513,0
4,505,196,0
9,1013,224,1
1,49,606,0
4,206,107,0
1,84,394,0
1,229,308,0
1,39,81,0
3,157,737,0
1,16,949,0
3,297,851,0
1,106,662,0
1,39,317,0
3,177,245,0
2,108,204,0
3,257,546,0
1,39,1085,0
1,64,569,0
2,178,542,0
1,49,469,0
1,254,18,0
2,323,39,0
1,29,22,0
9,599,65,0
3,167,284,0
26,1944,506,1
6,256,263,0
7,380,774,1
5,253,95,0
5,357,380,0
3,355,872,0
2,378,617,0
5,518,240,0
3,287,686,0
1,129,343,0
1,129,703,0
1,296,821,0
1,29,737,0
2,104,395,0
2,146,672,0
2,38,508,0
7,668,154,0
5,575,57,0
1,69,219,0
17,583,163,0
3,150,850,0
5,853,99,0
15,457,60,0
5,413,695,0
2,233,353,0
3,192,214,0
6,503,182,0
2,153,885,0
9,519,130,0
1,85,939,0
2,158,794,0
3,277,31,0
3,898,120,0
4,161,380,0
1,119,679,0
2,56,619,0
4,599,591,0
2,58,517,0
1,54,512,0
1,17,499,0
1,58,498,0
2,28,284,0
2,119,78,0
1,89,255,0
2,163,106,0
3,433,52,0
1,44,60,0
1,202,52,0
16,527,423,1
4,331,506,0
9,767,4,0
1,59,645,0
1,44,492,0
1,19,669,0
5,368,266,0
7,377,95,0
1,159,357,0
6,210,283,0
2,129,1046,0
1,39,354,0
8,820,448,1
1,12,680,0
6,616,78,0
1,79,87,0
2,383,826,0
4,253,752,0
4,403,185,0
1,69,709,0
1,99,576,0
1,134,567,0
1,194,553,0
2,40,791,0
1,49,766,0
2,353,715,0
15,1704,85,0
5,883,829,0
2,132,815,0
2,177,127,0
1,749,520,0
3,178,106,0
2,191,512,0
1,142,942,0
1,80,799,0
1,35,569,0
3,185,381,0
1,99,465,0
2,428,338,0
1,44,99,0
1,89,9,0
3,119,666,0
4,258,1088,0
2,202,329,0
3,156,511,0
2,268,511,0
23,3199,67,0
23,911,280,1
2,91,967,0
1,251,861,0
1,24,673,0
2,58,276,0
1,119,352,0
39,651,79,0
6,526,11,0
4,183,850,0
3,197,10,0
2,179,464,0
5,321,360,0
2,198,743,0
4,129,315,0
2,308,380,0
1,149,604,0
2,237,504,0
1,59,378,0
1,89,288,0
7,689,380,1
7,1021,739,1
5,140,59,0
3,247,182,0
1,80,981,0
3,97,87,0
1,199,710,0
2,68,658,0
4,734,210,0
5,98,151,0
2,222,470,0
2,61,219,0
1,26,144,0
3,252,967,0
5,603,434,0
5,303,459,0
7,373,242,1
1,125,868,0
1,9,723,0
2,132,112,0
1,134,423,0
3,358,141,0
1,34,25,0
11,738,724,1
3,193,283,0
3,138,744,0
3,97,837,0
3,302,74,0
3,197,23,0
1,99,757,0
1,139,448,0
5,242,508,0
2,188,787,0
2,279,266,0
1,44,410,0
2,24,695,0
1,99,724,0
1,79,473,0
1,29,415,0
1,253,892,0
2,93,249,0
7,451,260,1
4,316,315,0
2,248,581,0
3,177,534,0
1,99,1065,0
25,1170,123,0
2,83,156,0
1,84,679,0
2,221,420,0
9,1171,58,0
1,19,312,0
4,444,854,0
5,285,137,0
2,163,1093,0
1,793,212,0
1,59,424,0
1,89,308,0
1,49,204,0
1,99,74,0
1,159,21,0
5,263,764,0
3,172,624,0
3,289,39,0
2,270,878,0
1,159,751,0
1,229,582,0
2,256,562,0
26,2886,102,0
70,9765,168,0
1,49,690,0
1,73,455,0
3,181,60,0
14,368,48,0
41,4372,84,0
20,944,95,0
11,1650,877,1
2,196,148,0
3,331,431,0
2,193,900,0
1,99,981,0
4,316,543,0
2,244,750,0
1,109,739,0
1,89,688,0
1,89,662,0
2,193,631,0
3,224,392,0
1,178,464,0
1,129,462,0
1,39,417,0
1,109,349,0
1,219,165,0
1,125,856,0
1,34,669,0
3,732,385,0
3,629,576,0
10,1433,235,1
1,49,731,0
1,189,659,0
1,89,417,0
1,19,193,0
1,194,72,0
1,99,144,0
4,764,792,0
21,614,137,0
9,479,219,1
2,271,681,0
1,54,1047,0
1,324,1046,0
4,323,581,0
1,22,813,0
1,328,127,0
14,1205,218,1
27,2376,30,0
3,422,907,0
2,188,688,0
1,53,520,0
6,935,167,0
1,279,161,0
3,355,561,0
1,339,527,0
1,50,123,0
4,256,569,0
7,485,252,1
2,649,675,0
6,515,324,1
4,216,252,0
1,53,1108,0
5,605,609,0
1,119,1009,0
3,97,590,0
2,68,620,0
1,75,716,0
4,176,246,0
3,615,206,0
2,43,347,0
2,28,135,0
1,179,30,0
2,181,450,0
1,139,749,0
16,1203,36,0
8,463,575,1
7,539,81,0
4,669,507,0
1,119,1002,0
1,204,667,0
1,19,641,0
2,48,387,0
2,118,31,0
3,341,478,0
10,1088,183,0
3,322,732,0
7,492,303,1
3,362,1050,0
1,9,1029,0
4,120,788,0
1,199,898,0
1,129,893,0
1,199,892,0
1,99,862,0
2,151,808,0
1,49,774,0
10,1586,10,0
1,219,605,0
1,79,521,0
3,457,430,0
1,197,149,0
7,597,129,0
6,444,249,1
2,338,814,0
3,217,421,0
1,49,744,0
2,218,23,0
2,172,44,0
1,29,303,0
1,89,73,0
1,29,28,0
9,529,954,1
1,131,578,0
2,70,456,0
9,718,851,1
5,645,381,0
2,203,1015,0
5,498,263,0
1,54,1012,0
4,376,56,0
3,642,459,0
1,159,610,0
4,339,535,0
1,39,211,0
1,225,169,0
12,501,644,1
7,186,141,0
4,358,926,0
1,44,857,0
3,162,421,0
2,370,326,0
1,39,414,0
1,389,135,0
3,407,570,0
2,188,745,0
3,457,431,0
1,49,606,0
1,239,585,0
1,59,557,0
1,92,416,0
1,173,1025,0
2,1005,920,0
1,149,668,0
4,494,571,0
1,89,840,0
1,54,792,0
25,1241,20,0
2,288,744,0
4,328,312,0
1,169,1005,0
1,8,480,0
1,69,235,0
2,238,184,0
4,227,378,0
2,388,472,0
6,389,898,1
3,242,410,0
1,79,1037,0
6,259,414,0
2,68,583,0
1,79,436,0
1,69,310,0
5,579,175,0
1,79,95,0
3,285,317,0
9,801,109,0
6,381,694,1
1,174,718,0
1,69,617,0
6,269,29,0
1,119,343,0
10,971,942,1
1,119,673,0
3,347,674,0
3,200,319,0
5,453,175,0
3,127,933,0
3,199,402,0
3,479,102,0
1,89,484,0
2,115,15,0
2,400,213,0
1,29,81,0
5,260,886,0
3,231,308,0
2,56,519,0
5,178,1,0
2,338,248,0
5,452,247,0
1,129,302,0
13,920,17,0
2,131,135,0
12,1690,211,1
3,230,25,0
6,351,1107,1
7,382,877,1
3,87,927,0
4,226,613,0
1,129,624,0
3,538,387,0
1,169,235,0
3,372,10,0
34,1590,151,0
4,495,956,0
6,891,380,1
2,78,277,0
17,814,16,0
10,1371,583,1
3,187,403,0
4,733,381,0
1,24,385,0
2,428,742,0
3,617,448,0
1,59,752,0
1,28,841,0
2,134,294,0
2,93,169,0
2,169,142,0
6,575,231,1
6,268,32,0
3,247,351,0
3,185,774,0
5,132,814,0
2,88,968,0
1,79,543,0
3,212,2,0
1,204,192,0
3,214,46,0
6,496,725,1
6,464,1037,1
4,149,261,0
4,297,140,0
4,401,45,0
1,39,287,0
3,177,337,0
1,139,185,0
3,186,676,0
2,78,576,0
1,29,326,0
2,114,473,0
3,277,870,0
1,19,745,0
3,462,66,0
1,179,431,0
2,208,297,0
21,1335,11,0
1,170,98,0
4,272,4,0
2,133,739,0
1,64,751,0
2,84,149,0
1,149,80,0
1,223,714,0
5,160,29,0
2,198,583,0
2,98,662,0
2,277,970,0
1,39,904,0
1,7,562,0
4,528,46,0
2,393,102,0
32,1151,2,0
4,378,365,0
7,2236,72,0
3,351,688,0
7,214,386,0
4,202,983,0
6,572,114,0
12,890,666,1
3,257,1046,0
5,273,224,0
2,98,319,0
4,266,508,0
1,49,1089,0
16,972,164,0
2,108,165,0
2,276,850,0
1,59,504,0
2,176,728,0
1,99,766,0
1,59,703,0
1,431,560,0
2,154,116,0
3,165,246,0
1,19,309,0
1,89,121,0
2,204,284,0
8,526,373,1
2,540,627,0
1,99,746,0
5,347,11,0
3,230,1075,0
1,99,45,0
2,174,326,0
2,188,633,0
1,269,626,0
1,74,508,0
1,49,525,0
7,374,360,1
2,369,830,0
2,203,858,0
5,473,91,0
4,365,280,0
3,283,633,0
3,145,851,0
2,128,14,0
2,294,354,0
1,59,486,0
3,84,87,0
1,39,365,0
1,35,147,0
2,432,518,0
1,152,487,0
1,79,578,0
1,89,323,0
2,208,53,0
2,124,322,0
11,468,487,1
4,626,443,0
2,128,464,0
2,98,1054,0
1,92,907,0
1,49,745,0
1,79,724,0
3,147,190,0
2,188,438,0
1,179,358,0
2,104,25,0
26,1079,70,0
1,49,17,0
1,119,991,0
1,129,289,0
4,304,890,0
5,532,854,0
2,194,836,0
4,57,1106,0
1,79,886,0
1,184,877,0
2,232,721,0
1,39,429,0
1,19,420,0
1,25,403,0
9,584,154,0
4,244,319,0
4,731,50,0
2,286,1103,0
1,9,963,0
1,59,745,0
1,49,718,0
6,1534,599,1
1,69,549,0
2,377,445,0
1,29,430,0
1,249,164,0
1,314,218,0
4,246,473,0
2,92,486,0
3,537,318,0
26,1622,31,0
2,218,9,0
2,278,529,0
1,59,282,0
6,518,674,1
1,237,871,0
5,635,574,0
2,28,574,0
2,28,387,0
4,267,395,0
1,19,645,0
1,59,633,0
1,174,627,0
1,212,44,0
17,1262,1044,1
6,244,287,0
1,239,344,0
5,96,462,0
2,173,283,0
2,426,472,0
1,104,753,0
2,221,339,0
5,368,60,0
1,99,42,0
4,359,67,0
1,269,728,0
2,83,135,0
3,487,406,0
8,712,359,1
4,670,683,0
5,618,120,0
1,89,366,0
9,390,394,1
20,1135,93,0
11,1048,18,0
3,647,1065,0
7,301,176,0
3,137,799,0
1,199,778,0
1,49,581,0
2,158,1037,0
3,317,46,0
1,169,800,0
1,79,795,0
1,129,533,0
5,390,95,0
2,119,179,0
3,130,861,0
10,1065,767,1
1,19,981,0
6,461,303,1
4,491,1036,0
21,740,400,1
16,2689,18,0
3,166,919,0
5,338,659,0
2,99,261,0
3,182,128,0
5,456,73,0
3,195,249,0
1,36,548,0
1,19,389,0
1,23,224,0
1,169,295,0
1,79,221,0
2,66,32,0
1,19,140,0
3,125,163,0
4,433,29,0
18,1425,32,0
12,594,25,0
25,3775,725,1
2,158,637,0
15,669,469,1
1,134,826,0
1,554,602,0
2,246,844,0
8,1235,416,1
3,275,30,0
3,400,277,0
1,99,1085,0
8,519,486,1
6,339,1026,1
24,988,190,0
5,448,211,0
4,602,67,0
3,645,564,0
5,301,312,0
1,49,798,0
1,65,637,0
1,69,634,0
2,78,353,0
1,24,169,0
1,197,130,0
1,166,50,0
3,397,344,0
2,318,512,0
5,459,578,0
1,89,329,0
8,772,275,1
11,717,820,1
3,368,1026,0
4,209,807,0
3,177,666,0
1,194,1114,0
1,109,1089,0
1,324,529,0
2,229,31,0
5,504,158,0
2,216,380,0
3,696,1009,0
2,218,714,0
1,99,274,0
8,474,231,1
4,294,806,0
1,79,889,0
1,39,807,0
1,39,24,0
2,140,106,0
3,132,634,0
3,83,185,0
18,862,136,0
4,104,212,0
8,327,207,1
1,79,739,0
1,44,123,0
1,149,1024,0
9,208,92,0
3,238,1103,0
6,484,492,1
8,1506,487,1
2,113,359,0
3,357,952,0
2,173,360,0
7,339,127,0
1,64,413,0
12,699,203,1
2,358,518,0
1,34,392,0
2,128,819,0
1,39,743,0
1,49,304,0
2,338,25,0
1,89,18,0
8,532,91,0
2,288,501,0
3,290,35,0
1,35,788,0
6,609,282,1
4,321,170,0
16,1023,457,1
9,933,872,1
7,428,304,1
2,170,338,0
2,113,505,0
6,258,74,0
1,44,476,0
1,79,241,0
1,161,456,0
1,66,358,0
1,79,294,0
1,119,270,0
1,154,45,0
16,1424,241,1
5,386,189,0
2,55,109,0
1,94,527,0
1,149,451,0
7,1009,248,1
3,247,392,0
2,168,1012,0
1,42,1092,0
1,122,935,0
4,431,689,0
2,228,249,0
2,98,315,0
9,448,78,0
3,125,709,0
1,24,359,0
1,159,100,0
3,476,10,0
9,575,203,1
1,39,25,0
2,178,808,0
2,148,1101,0
1,32,483,0
1,134,291,0
2,248,2024,0
1,99,676,0
2,213,588,0
1,49,361,0
2,156,147,0
1,24,128,0
2,78,389,0
1,89,1081,0
2,128,335,0
1,53,136,0
5,232,878,0
4,286,1054,0
4,154,1110,0
22,439,205,1
2,78,85,0
1,49,284,0
1,170,149,0
27,1792,46,0
2,36,427,0
2,346,512,0
3,115,645,0
17,924,784,1
6,586,676,1
9,525,426,1
6,360,1089,1
3,519,913,0
5,292,546,0
5,502,1,0
3,232,758,0
4,242,17,0
3,157,662,0
5,393,382,0
1,279,855,0
3,114,602,0
1,49,746,0
1,178,721,0
2,111,583,0
1,99,571,0
2,386,345,0
1,44,520,0
2,109,94,0
1,79,338,0
1,199,315,0
3,499,127,0
1,139,777,0
2,118,402,0
1,89,37,0
2,78,1089,0
2,248,49,0
6,295,975,0
4,436,604,0
5,334,620,0
2,153,910,0
1,14,291,0
1,14,245,0
1,59,219,0
16,1427,324,1
17,838,79,0
4,377,281,0
2,191,139,0
1,99,630,0
3,92,101,0
3,274,436,0
2,43,172,0
1,49,185,0
7,659,982,1
2,188,889,0
3,75,141,0
2,198,10,0
2,143,476,0
3,456,913,0
1,9,1033,0
3,272,543,0
9,1067,252,1
2,208,648,0
1,107,877,0
1,110,854,0
2,138,338,0
1,49,697,0
1,26,514,0
1,71,506,0
1,7,361,0
3,137,312,0
1,29,449,0
3,379,45,0
2,128,177,0
1,107,136,0
1,89,141,0
56,3816,25,0
3,337,660,0
1,79,1099,0
5,386,129,0
1,44,878,0
77,5559,95,0
3,159,907,0
9,913,235,1
2,178,757,0
1,79,683,0
2,28,430,0
1,114,634,0
1,174,361,0
2,91,247,0
1,114,46,0
2,190,303,0
1,143,513,0
3,560,99,0
1,229,730,0
1,449,994,0
1,39,928,0
2,208,114,0
2,108,438,0
2,178,114,0
2,47,107,0
22,2214,119,0
8,687,689,1
8,933,844,1
12,892,71,0
3,371,371,0
4,528,354,0
2,118,721,0
1,143,473,0
5,640,241,0
1,127,1082,0
1,49,998,0
2,318,763,0
1,298,780,0
2,99,542,0
1,74,739,0
1,99,609,0
1,98,512,0
1,149,438,0
4,718,214,0
2,238,361,0
1,39,277,0
1,159,213,0
1,188,142,0
1,59,53,0
1,189,1038,0
1,309,759,0
2,248,354,0
3,154,367,0
1,14,324,0
2,180,606,0
8,687,295,1
4,491,977,0
6,551,940,1
10,740,272,1
2,147,735,0
7,488,424,1
9,1485,7,0
2,181,876,0
1,111,1037,0
1,19,942,0
1,53,648,0
4,1452,555,0
1,71,506,0
1,13,501,0
2,156,123,0
1,269,448,0
3,205,289,0
1,99,380,0
1,59,311,0
58,10124,91,0
5,252,620,0
2,222,772,0
3,193,534,0
9,413,42,0
1,19,485,0
1,69,176,0
1,79,92,0
1,19,39,0
2,138,426,0
1,119,441,0
3,240,371,0
1,114,941,0
1,59,639,0
1,79,275,0
9,211,778,0
3,283,249,0
4,352,911,0
2,238,778,0
1,466,724,0
1,69,735,0
1,49,87,0
13,670,98,0
7,813,662,1
1,79,42,0
8,276,87,0
2,351,113,0
3,152,473,0
1,29,1110,0
1,113,1047,0
2,155,753,0
1,219,354,0
53,1442,323,1
17,1162,473,1
4,332,648,0
6,374,753,1
1,49,375,0
1,126,576,0
1,49,428,0
1,94,385,0
5,348,354,0
2,295,17,0
1,71,850,0
1,39,819,0
1,229,680,0
3,1499,473,0
3,277,484,0
4,236,45,0
1,59,522,0
1,188,466,0
4,256,178,0
1,114,408,0
1,34,367,0
1,209,80,0
4,744,606,0
4,356,374,0
2,78,673,0
1,109,1086,0
3,88,870,0
3,137,238,0
1,109,407,0
2,215,996,0
8,610,988,1
5,534,44,0
3,240,134,0
1,69,472,0
4,546,500,0
1,143,465,0
4,355,53,0
1,79,347,0
31,1263,508,1
3,164,1095,0
8,1507,426,1
6,429,29,0
3,307,73,0
1,123,1012,0
7,270,137,0
1,179,865,0
3,252,359,0
2,271,514,0
2,78,599,0
11,920,233,1
2,138,590,0
4,876,3,0
1,35,470,0
1,71,487,0
1,469,374,0
1,39,183,0
1,97,143,0
7,539,147,0
6,421,413,1
1,64,401,0
2,243,896,0
2,183,564,0
2,244,266,0
1,39,641,0
2,243,382,0
1,71,870,0
11,645,233,1
5,244,800,0
2,698,512,0
5,379,246,0
1,39,921,0
3,139,371,0
3,578,519,0
1,69,458,0
2,106,84,0
1,149,135,0
3,172,99,0
54,2686,72,0
7,548,463,1
2,398,549,0
1,29,291,0
3,547,382,0
1,119,585,0
6,366,641,1
2,98,676,0
3,292,403,0
3,325,480,0
1,299,207,0
2,318,970,0
1,109,786,0
1,31,242,0
1,139,1115,0
1,59,261,0
5,511,1114,0
2,329,200,0
16,2873,16,0
2,238,249,0
1,179,595,0
1,59,443,0
1,94,44,0
10,375,93,0
1,34,318,0
8,822,85,0
7,293,907,0
8,578,493,1
1,29,815,0
2,193,319,0
4,152,22,0
7,515,221,1
1,184,871,0
1,79,526,0
1,14,578,0
1,13,520,0
2,223,7,0
9,1719,31,0
3,132,44,0
1,99,540,0
1,29,581,0
2,233,564,0
1,211,858,0
1,109,18,0
40,3113,10,0
28,1009,43,0
6,523,60,0
2,188,512,0
1,109,543,0
1,99,389,0
1,119,25,0
10,1862,349,1
16,1545,634,1
4,218,352,0
4,223,725,0
1,49,1008,0
2,185,121,0
1,239,989,0
2,135,484,0
1,149,478,0
13,634,95,0
3,222,102,0
1,49,1029,0
3,235,753,0
5,1187,339,0
6,850,63,0
1,19,305,0
1,99,394,0
1,23,70,0
5,272,387,0
3,249,522,0
2,78,583,0
2,166,963,0
4,408,25,0
1,149,855,0
1,19,689,0
1,259,196,0
12,710,492,1
2,118,445,0
4,197,178,0
3,276,560,0
1,176,708,0
1,294,820,0
23,862,359,1
2,258,687,0
1,49,675,0
1,64,233,0
6,727,246,1
6,430,244,1
2,108,781,0
4,176,991,0
1,229,931,0
2,81,639,0
2,84,766,0
2,152,149,0
4,416,568,0
1,125,878,0
7,418,25,0
2,367,507,0
4,523,144,0
3,177,450,0
1,99,574,0
2,73,102,0
1,24,368,0
5,215,100,0
7,854,763,1
5,371,375,0
2,88,753,0
2,198,1054,0
1,197,942,0
1,99,730,0
1,15,585,0
1,47,561,0
2,179,473,0
1,19,435,0
1,154,281,0
1,57,105,0
23,1102,604,1
4,511,64,0
3,236,347,0
2,88,59,0
1,134,855,0
1,79,613,0
2,498,574,0
1,144,519,0
2,168,434,0
1,79,360,0
1,35,148,0
6,300,284,0
1,189,416,0
2,481,325,0
3,378,746,0
4,256,182,0
1,13,500,0
1,35,851,0
1,102,765,0
1,99,542,0
1,219,296,0
1,199,147,0
14,974,43,0
7,725,434,1
2,330,213,0
11,422,147,0
3,157,1047,0
3,267,417,0
16,2376,290,1
1,140,995,0
2,92,465,0
1,54,752,0
2,162,417,0
1,49,269,0
21,1242,347,1
1,35,856,0
1,19,172,0
12,635,98,0
1,134,1065,0
1,319,997,0
2,188,1,0
1,64,529,0
1,139,480,0
14,542,400,1
14,428,191,0
1,139,319,0
2,233,504,0
2,26,381,0
1,59,297,0
2,216,214,0
1,42,185,0
33,2427,129,0
1,19,732,0
3,217,386,0
8,1081,197,0
1,119,325,0
1,179,766,0
1,339,644,0
2,468,30,0
9,440,457,1
9,283,1031,0
4,375,675,0
1,558,611,0
1,162,669,0
5,334,217,0
1,119,583,0
3,487,85,0
17,826,456,1
11,635,793,1
1,49,948,0
1,29,422,0
18,2044,546,1
3,267,172,0
1,129,571,0
8,403,499,1
1,199,794,0
1,19,322,0
2,569,518,0
1,153,386,0
4,609,401,0
1,143,833,0
1,40,746,0
1,92,79,0
2,53,46,0
19,1694,242,1
8,651,631,1
1,97,630,0
1,99,290,0
2,108,896,0
3,244,29,0
4,211,73,0
1,26,507,0
6,320,326,1
3,242,504,0
2,188,101,0
3,143,533,0
1,159,1040,0
2,128,784,0
3,247,157,0
4,399,14,0
1,49,32,0
10,296,396,0
6,225,277,0
11,598,683,1
2,378,913,0
18,1101,219,1
1,53,862,0
2,53,79,0
3,120,29,0
1,29,420,0
1,218,308,0
11,410,828,1
1,99,214,0
1,39,14,0
11,1085,155,0
4,176,66,0
1,99,676,0
1,124,535,0
1,59,410,0
1,99,351,0
9,1046,43,0
1,114,834,0
1,89,274,0
1,49,156,0
1,249,165,0
6,395,981,1
4,275,29,0
1,39,394,0
4,250,464,0
1,12,144,0
5,617,291,0
1,39,645,0
5,868,214,0
1,99,525,0
9,655,66,0
5,398,716,0
1,44,114,0
3,172,345,0
2,158,392,0
4,261,42,0
1,44,375,0
1,119,323,0
2,193,4,0
1,59,24,0
2,178,444,0
2,79,809,0
2,86,219,0
2,594,655,0
2,183,786,0
4,460,900,0
3,87,942,0
1,249,638,0
1,329,380,0
3,45,518,0
3,137,191,0
3,297,940,0
5,335,781,0
2,325,87,0
2,303,350,0
1,17,520,0
1,149,312,0
1,49,16,0
5,308,49,0
1,119,581,0
5,119,745,0
2,148,1050,0
1,229,809,0
1,59,402,0
4,336,86,0
6,397,165,0
1,129,368,0
2,305,487,0
1,119,67,0
3,233,517,0
3,121,16,0
1,99,738,0
1,35,517,0
1,35,505,0
3,245,445,0
4,226,291,0
2,168,3,0
2,103,774,0
1,169,662,0
1,19,597,0
2,182,282,0
1,139,261,0
3,57,113,0
7,1159,521,1
2,78,669,0
2,108,368,0
1,69,687,0
7,827,226,1
4,342,8,0
1,19,522,0
1,98,511,0
1,31,154,0
1,48,14,0
46,3718,353,1
5,257,50,0
5,560,485,0
2,186,823,0
1,89,904,0
4,235,354,0
1,39,539,0
2,106,147,0
1,129,37,0
7,489,553,1
6,169,651,0
3,157,540,0
2,212,22,0
1,49,847,0
5,235,220,0
11,849,548,1
3,171,952,0
3,414,154,0
2,288,422,0
1,66,739,0
3,282,169,0
1,67,121,0
3,457,821,0
6,1105,625,1
4,420,753,0
5,503,60,0
5,190,392,0
3,273,602,0
4,379,252,0
5,405,361,0
1,149,974,0
2,103,807,0
2,508,316,0
1,55,666,0
4,209,53,0
2,81,514,0
1,539,458,0
1,164,326,0
2,88,193,0
19,1166,105,0
7,373,987,1
6,330,231,1
5,207,213,0
1,29,35,0
5,277,638,0
8,853,609,1
4,506,248,0
3,568,154,0
2,106,149,0
3,385,648,0
1,49,813,0
5,276,368,0
1,17,682,0
1,39,546,0
1,62,485,0
2,146,241,0
1,39,325,0
1,119,39,0
2,20,218,0
14,639,95,0
7,486,36,0
3,114,39,0
1,14,791,0
2,425,137,0
2,178,477,0
6,334,109,0
12,348,123,0
1,71,878,0
1,59,388,0
2,304,130,0
1,39,353,0
15,878,890,1
3,547,643,0
